Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
179,Fodé Ballo-Touré,sn SEN,"MF,DF",Metz,fr Ligue 1,29-025,1997,5.3,0,4,1,25.0,0.75,0.19,0.00,0.00,0,0
180,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,24-209,2001,11.4,4,34,14,41.2,2.99,1.23,0.09,0.21,1,1
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-278,1990,1.1,0,1,1,100.0,0.90,0.90,0.00,0.00,0,0
182,Aladji Bamba,fr FRA,MF,Monaco,fr Ligue 1,19-198,2006,1.5,0,0,0,,0.00,0.00,,,0,0
183,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,24-049,2001,7.4,1,12,6,50.0,1.62,0.81,0.08,0.17,0,1
184,Lameck Banda,zm ZAM,"MF,FW",Lecce,it Serie A,24-364,2001,9.2,2,14,5,35.7,1.52,0.54,0.14,0.40,0,0
185,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,19-058,2006,12.9,1,5,3,60.0,0.39,0.23,0.20,0.33,0,0
186,Ezechiel Banzuzi,nl NED,MF,RB Leipzig,de Bundesliga,20-346,2005,4.2,0,8,3,37.5,1.92,0.72,0.00,0.00,0,0
187,Tommaso Barbieri,it ITA,MF,Cremonese,it Serie A,23-155,2002,12.6,0,9,1,11.1,0.71,0.08,0.00,0.00,0,0
188,Valentín Barco,ar ARG,MF,Strasbourg,fr Ligue 1,21-189,2004,15.8,1,18,5,27.8,1.14,0.32,0.06,0.20,0,0
189,Bradley Barcola,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,23-148,2002,10.3,7,40,21,52.5,3.90,02.05,0.18,0.33,0,0
190,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,25-083,2000,16.8,1,11,4,36.4,0.66,0.24,0.09,0.25,0,0
191,Roony Bardghji,se SWE,MF,Barcelona,es La Liga,20-074,2005,2.9,1,13,9,69.2,4.42,03.06,0.08,0.11,0,0
192,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-355,1997,18.0,1,22,3,13.6,1.22,0.17,0.05,0.33,0,0
193,Kike Barja,es ESP,MF,Osasuna,es La Liga,28-302,1997,2.3,0,1,0,0.0,0.44,0.00,0.00,,0,0
194,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,32-054,1993,1.3,1,4,2,50.0,2.98,1.49,0.25,0.50,0,0
195,Ashley Barnes,eng ENG,"FW,MF",Burnley,eng Premier League,36-090,1989,0.1,0,1,0,0.0,8.18,0.00,0.00,,0,0
196,Harvey Barnes,eng ENG,FW,Newcastle United,eng Premier League,28-050,1997,12.6,5,36,15,41.7,2.86,1.19,0.14,0.33,0,0
197,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,24-032,2001,12.2,3,21,7,33.3,1.72,0.57,0.14,0.43,0,0
198,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22-227,2003,17.0,1,21,6,28.6,1.24,0.35,0.05,0.17,0,0
199,Thierno Barry,fr FRA,FW,Everton,eng Premier League,23-099,2002,14.2,5,25,9,36.0,1.76,0.63,0.20,0.56,0,0
200,Davide Bartesaghi,it ITA,MF,Milan,it Serie A,20-030,2005,14.5,2,14,6,42.9,0.97,0.41,0.14,0.33,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
201,Marc Bartra,es ESP,DF,Real Betis,es La Liga,35-013,1991,16.1,1,8,4,50.0,0.50,0.25,0.13,0.25,0,0
202,Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-130,1996,22.0,2,10,4,40.0,0.45,0.18,0.20,0.50,0,0
203,Toma Bašić,hr CRO,MF,Lazio,it Serie A,29-064,1996,11.5,1,21,9,42.9,1.83,0.78,0.05,0.11,0,0
204,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,26-028,1999,15.1,1,5,1,20.0,0.33,0.07,0.20,1.00,0,0
205,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-290,1999,18.4,1,15,6,40.0,0.81,0.33,0.07,0.17,0,0
206,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-273,1996,21.0,0,0,0,,0.00,0.00,,,0,0
207,Michy Batshuayi,be BEL,FW,Eintracht Frankfurt,de Bundesliga,32-118,1993,1.5,1,5,1,20.0,3.24,0.65,0.00,0.00,1,1
208,Martin Baturina,hr CRO,"MF,FW",Como,it Serie A,22-346,2003,5.3,4,6,4,66.7,1.14,0.76,0.67,1.00,0,0
209,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,35-016,1991,7.0,0,0,0,,0.00,0.00,,,0,0
210,Elias Baum,de GER,DF,Eintracht Frankfurt,de Bundesliga,20-094,2005,0.1,0,0,0,,0.00,0.00,,,0,0
211,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35-240,1990,19.0,0,0,0,,0.00,0.00,,,0,0
212,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26-180,1999,16.9,6,43,18,41.9,2.54,01.06,0.14,0.33,0,1
213,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-289,1998,6.0,0,0,0,,0.00,0.00,,,0,0
214,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,29-018,1997,3.3,0,11,1,9.1,3.34,0.30,0.00,0.00,0,0
215,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,31-280,1994,1.4,0,3,1,33.3,2.11,0.70,0.00,0.00,0,0
216,Samu Becerra,es ESP,MF,Rayo Vallecano,es La Liga,20-027,2006,0.1,0,0,0,,0.00,0.00,,,0,0
217,Adrian Beck,de GER,MF,Heidenheim,de Bundesliga,28-233,1997,8.1,1,9,4,44.4,1.12,0.50,0.11,0.25,0,0
218,Sheraldo Becker,sr SUR,"FW,MF",Osasuna,es La Liga,30-353,1995,1.8,0,3,0,0.0,1.71,0.00,0.00,,0,0
219,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-285,1997,0.5,0,2,1,50.0,4.39,2.20,0.00,0.00,0,0
220,Tjaš Begić,si SVN,MF,Parma,it Serie A,22-212,2003,0.0,0,0,0,,0.00,0.00,,,0,0
221,Hannes Behrens,de GER,DF,Heidenheim,de Bundesliga,21-009,2005,0.2,0,0,0,,0.00,0.00,,,0,0
222,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,23-103,2002,10.6,6,24,13,54.2,2.27,1.23,0.25,0.46,0,0
223,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,21-069,2004,1.4,0,1,0,0.0,0.74,0.00,0.00,,0,0
224,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21-241,2004,4.3,0,0,0,,0.00,0.00,,,0,0
225,Rafik Belghali,dz ALG,MF,Hellas Verona,it Serie A,23-235,2002,12.3,2,10,4,40.0,0.81,0.33,0.20,0.50,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
226,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,32-000,1994,18.8,0,4,0,0.0,0.21,0.00,0.00,,0,0
227,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23-348,2002,17.0,2,21,8,38.1,1.24,0.47,0.10,0.25,0,0
228,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-157,1991,9.3,2,11,4,36.4,1.19,0.43,0.18,0.50,0,0
229,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,24-048,2001,11.4,0,3,0,0.0,0.26,0.00,0.00,,0,0
230,Raoul Bellanova,it ITA,"MF,DF",Atalanta,it Serie A,25-256,2000,10.3,0,10,2,20.0,0.97,0.19,0.00,0.00,0,0
231,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27-215,1998,7.7,1,15,4,26.7,1.96,0.52,0.07,0.25,0,0
232,Héctor Bellerín,es ESP,DF,Real Betis,es La Liga,30-315,1995,12.0,0,3,3,100.0,0.25,0.25,0.00,0.00,0,0
233,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-127,2005,7.7,0,6,2,33.3,0.78,0.26,0.00,0.00,0,0
234,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-213,2003,14.2,4,36,19,52.8,2.53,1.33,0.11,0.21,0,0
235,Jeanuël Belocian,fr FRA,DF,Leverkusen,de Bundesliga,20-345,2005,3.2,0,1,0,0.0,0.31,0.00,0.00,,0,0
236,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,32-039,1993,2.1,2,6,4,66.7,2.87,1.91,0.17,0.25,1,1
237,Fran Beltrán,es ESP,MF,Girona,es La Liga,26-359,1999,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0
238,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-359,1999,5.9,0,6,1,16.7,01.02,0.17,0.00,0.00,0,0
239,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-305,2001,9.5,1,21,8,38.1,2.21,0.84,0.05,0.13,0,0
240,Eliesse Ben Seghir,ma MAR,MF,Monaco,fr Ligue 1,20-346,2005,0.5,0,1,0,0.0,2.00,0.00,0.00,,0,0
241,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-346,2005,2.2,0,4,1,25.0,1.81,0.45,0.00,0.00,0,0
242,Carlos Benavídez,uy URU,DF,Alavés,es La Liga,27-304,1998,1.9,0,2,2,100.0,01.08,01.08,0.00,0.00,0,0
243,Adrian Benedyczak,pl POL,FW,Parma,it Serie A,25-065,2000,5.4,1,8,3,37.5,1.47,0.55,0.00,0.00,1,1
244,Yassine Benhattab,fr FRA,"MF,FW",Nantes,fr Ligue 1,23-071,2002,5.3,0,4,1,25.0,0.75,0.19,0.00,0.00,0,0
245,Iker Benito,es ESP,MF,Osasuna,es La Liga,23-171,2002,1.7,1,2,1,50.0,1.20,0.60,0.50,1.00,0,0
246,Mohamed Benoit Dao,fr FRA,FW,Paris FC,fr Ligue 1,18-360,2007,0.0,0,0,0,,0.00,0.00,,,0,0
247,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-287,1995,9.5,1,7,3,42.9,0.74,0.32,0.14,0.33,0,0
248,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,31-065,1994,7.8,2,15,5,33.3,1.93,0.64,0.07,0.20,1,1
249,Rodrigo Bentancur,uy URU,MF,Tottenham Hotspur,eng Premier League,28-217,1997,15.7,1,9,2,22.2,0.57,0.13,0.11,0.50,0,0
250,Lucas Beraldo,br BRA,DF,Paris Saint-Germain,fr Ligue 1,22-065,2003,8.1,1,3,1,33.3,0.37,0.12,0.33,1.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
251,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-180,1994,10.3,4,18,10,55.6,1.75,0.97,0.11,0.20,2,2
252,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-352,1990,17.1,0,14,3,21.4,0.82,0.18,0.00,0.00,0,0
253,Álex Berenguer,es ESP,MF,Athletic Club,es La Liga,30-208,1995,15.3,2,28,15,53.6,1.83,0.98,0.07,0.13,0,0
254,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-348,1998,21.1,0,4,3,75.0,0.19,0.14,0.00,0.00,0,0
255,Lucas Bergström,fi FIN,GK,Mallorca,es La Liga,23-145,2002,5.0,0,0,0,,0.00,0.00,,,0,0
256,Lucas Bergvall,se SWE,MF,Tottenham Hotspur,eng Premier League,19-360,2006,8.9,1,10,5,50.0,1.12,0.56,0.10,0.20,0,0
257,Medon Berisha,al ALB,MF,Lecce,it Serie A,22-099,2003,9.7,2,24,5,20.8,2.48,0.52,0.08,0.40,0,0
258,Anthony Bermont,fr FRA,FW,Lens,fr Ligue 1,20-352,2005,0.7,0,2,1,50.0,2.90,1.45,0.00,0.00,0,0
259,Adrian Bernabe,es ESP,MF,Parma,it Serie A,24-247,2001,19.0,2,36,8,22.2,1.89,0.42,0.06,0.25,0,0
260,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18-247,2007,1.6,0,1,0,0.0,0.63,0.00,0.00,,0,0
261,Gabin Bernardeau,fr FRA,MF,Nice,fr Ligue 1,20-004,2006,0.0,0,0,0,,0.00,0.00,,,0,0
262,Federico Bernardeschi,it ITA,MF,Bologna,it Serie A,31-346,1994,4.7,1,13,5,38.5,2.77,01.06,0.08,0.20,0,0
263,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-259,1995,17.5,0,7,0,0.0,0.40,0.00,0.00,,0,0
264,Lorenzo Bernasconi,it ITA,MF,Atalanta,it Serie A,22-073,2003,8.9,0,6,1,16.7,0.67,0.11,0.00,0.00,0,0
265,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26-247,1999,18.9,1,16,3,18.8,0.85,0.16,0.06,0.33,0,0
266,Nicolò Bertola,it ITA,"DF,MF",Udinese,it Serie A,22-311,2003,13.7,0,11,3,27.3,0.81,0.22,0.00,0.00,0,0
267,Jan-Niklas Beste,de GER,MF,Freiburg,de Bundesliga,27-024,1999,11.0,0,14,6,42.9,1.28,0.55,0.00,0.00,0,0
268,Beto,gw GNB,FW,Everton,eng Premier League,27-362,1998,9.4,2,22,6,27.3,2.35,0.64,0.09,0.33,0,0
269,Sam Beukema,nl NED,DF,Napoli,it Serie A,27-072,1998,9.3,1,4,2,50.0,0.43,0.21,0.25,0.50,0,0
270,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32-317,1993,17.4,0,6,1,16.7,0.35,0.06,0.00,0.00,0,0
271,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,22-354,2003,9.8,2,17,6,35.3,1.73,0.61,0.12,0.33,0,0
272,Pedro Bigas,es ESP,DF,Elche,es La Liga,35-135,1990,13.5,0,5,1,20.0,0.37,0.07,0.00,0.00,0,0
273,Justin Bijlow,nl NED,GK,Genoa,it Serie A,28-006,1998,1.0,0,0,0,,0.00,0.00,,,0,0
274,Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,26-357,1999,10.9,1,6,4,66.7,0.55,0.37,0.17,0.25,0,0
275,Cristiano Biraghi,it ITA,"MF,DF",Torino,it Serie A,33-149,1992,5.2,0,2,0,0.0,0.38,0.00,0.00,,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
276,Tom Bischof,de GER,"DF,MF",Bayern Munich,de Bundesliga,20-214,2005,8.8,0,17,2,11.8,1.94,0.23,0.00,0.00,0,0
277,Yves Bissouma,ml MLI,MF,Tottenham Hotspur,eng Premier League,29-151,1996,1.4,0,4,2,50.0,2.95,1.48,0.00,0.00,0,0
278,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,32-040,1993,2.2,0,2,0,0.0,0.91,0.00,0.00,,0,0
279,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20-265,2005,1.5,0,0,0,,0.00,0.00,,,0,0
280,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34-324,1991,4.5,0,0,0,,0.00,0.00,,,0,0
281,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25-189,2000,18.3,0,22,8,36.4,1.20,0.44,0.00,0.00,0,0
282,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,28-028,1997,8.3,3,24,8,33.3,2.88,0.96,0.04,0.13,2,2
283,Janis Blaswich,de GER,GK,Leverkusen,de Bundesliga,34-271,1991,1.3,0,0,0,,0.00,0.00,,,0,0
284,Daley Blind,nl NED,DF,Girona,es La Liga,35-325,1990,17.6,0,1,0,0.0,0.06,0.00,0.00,,0,0
285,Adam Boayar,ma MAR,MF,Elche,es La Liga,20-107,2005,0.8,1,3,1,33.3,3.75,1.25,0.33,1.00,0,0
286,Oscar Bobb,no NOR,"MF,FW",Manchester City,eng Premier League,22-200,2003,5.2,0,4,0,0.0,0.77,0.00,0.00,,0,0
287,Ben Bobzien,de GER,FW,Mainz 05,de Bundesliga,22-274,2003,0.1,0,0,0,,0.00,0.00,,,0,0
288,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27-323,1998,2.0,0,0,0,,0.00,0.00,,,0,0
289,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-137,2000,5.1,0,6,0,0.0,1.17,0.00,0.00,,0,0
290,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,29-025,1997,7.2,2,15,5,33.3,02.09,0.70,0.13,0.40,0,0
291,Lamare Bogarde,nl NED,"MF,DF",Aston Villa,eng Premier League,22-023,2004,5.9,0,0,0,,0.00,0.00,,,0,0
292,Jayden Bogle,eng ENG,"DF,MF",Leeds United,eng Premier League,25-185,2000,19.4,0,10,2,20.0,0.51,0.10,0.00,0.00,0,0
293,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23-220,2002,4.0,0,0,0,,0.00,0.00,,,0,0
294,Morgan Bokelé Mputu,cm CMR,MF,Metz,fr Ligue 1,21-321,2004,2.5,0,3,1,33.3,1.19,0.40,0.00,0.00,0,0
295,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,27-037,1998,1.5,0,2,0,0.0,1.33,0.00,0.00,,0,0
296,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25-304,2000,1.6,0,0,0,,0.00,0.00,,,0,0
297,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28-252,1997,14.0,5,36,13,36.1,2.58,0.93,0.11,0.31,1,1
298,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22-135,2003,15.4,0,5,0,0.0,0.32,0.00,0.00,,0,0
299,Giovanni Bonfanti,it ITA,"DF,MF",Pisa,it Serie A,23-011,2003,5.5,0,6,1,16.7,01.09,0.18,0.00,0.00,0,0
300,Victor Boniface,ng NGA,FW,Werder Bremen,de Bundesliga,25-036,2000,3.7,0,16,6,37.5,4.32,1.62,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
301,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,24-027,2002,15.7,0,2,0,0.0,0.13,0.00,0.00,,0,0
302,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,22-095,2003,6.0,5,12,6,50.0,02.01,01.01,0.42,0.83,0,0
303,Thiago Borbas,uy URU,FW,Oviedo,es La Liga,23-296,2002,0.3,0,0,0,,0.00,0.00,,,0,0
304,Sebastiaan Bornauw,be BEL,DF,Leeds United,eng Premier League,26-312,1999,2.8,0,0,0,,0.00,0.00,,,0,0
305,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25-324,2000,11.3,3,21,6,28.6,1.87,0.53,0.14,0.50,0,0
306,Olivier Boscagli,fr FRA,DF,Brighton,eng Premier League,28-071,1997,2.6,0,1,0,0.0,0.39,0.00,0.00,,0,0
307,Sebastián Boselli,uy URU,DF,Getafe,es La Liga,22-055,2003,0.1,0,1,1,100.0,18.00,18.00,0.00,0.00,0,0
308,Sven Botman,nl NED,DF,Newcastle United,eng Premier League,26-016,2000,9.8,0,4,3,75.0,0.41,0.31,0.00,0.00,0,0
309,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18-118,2007,13.8,0,12,4,33.3,0.87,0.29,0.00,0.00,0,0
310,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,21-051,2004,1.0,0,1,0,0.0,0.97,0.00,0.00,,0,0
311,Badredine Bouanani,dz ALG,MF,Stuttgart,de Bundesliga,21-051,2004,4.7,0,13,2,15.4,2.77,0.43,0.00,0.00,0,0
312,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26-127,1999,10.2,1,15,7,46.7,1.48,0.69,0.07,0.14,0,0
313,Sofiane Boufal,ma MAR,"FW,MF",Le Havre,fr Ligue 1,32-133,1993,0.4,0,1,1,100.0,2.37,2.37,0.00,0.00,0,0
314,Justin Bourgault,fr FRA,FW,Brest,fr Ligue 1,20-136,2005,0.2,0,1,0,0.0,5.63,0.00,0.00,,0,0
315,Jarrod Bowen,eng ENG,"MF,FW",West Ham United,eng Premier League,29-039,1996,23.0,7,56,21,37.5,2.43,0.91,0.11,0.29,1,1
316,Lucas Boyé,ar ARG,FW,Alavés,es La Liga,29-334,1996,12.0,4,32,10,31.3,2.66,0.83,0.09,0.30,1,1
317,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,24-113,2001,16.9,1,3,1,33.3,0.18,0.06,0.33,1.00,0,0
318,Rosen Bozhinov,bg BUL,DF,Pisa,it Serie A,21-005,2005,0.0,0,0,0,,0.00,0.00,,,0,0
319,Domagoj Bradarić,hr CRO,MF,Hellas Verona,it Serie A,26-049,1999,15.5,0,8,5,62.5,0.52,0.32,0.00,0.00,0,0
320,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22-203,2003,10.3,0,6,0,0.0,0.58,0.00,0.00,,0,0
321,Bilal Brahimi,dz ALG,"FW,MF",Nice,fr Ligue 1,25-320,2000,0.0,0,0,0,,0.00,0.00,,,0,0
322,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29-271,1996,9.3,5,22,12,54.5,2.36,1.29,0.23,0.42,0,0
323,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,23-215,2002,0.5,0,0,0,,0.00,0.00,,,0,0
324,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,26-087,1999,13.1,0,5,0,0.0,0.38,0.00,0.00,,0,0
325,Iker Bravo,es ESP,FW,Udinese,it Serie A,21-015,2005,2.3,1,4,1,25.0,1.75,0.44,0.25,1.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
326,Josip Brekalo,hr CRO,"MF,FW",Oviedo,es La Liga,27-219,1998,5.4,0,9,3,33.3,1.67,0.56,0.00,0.00,0,0
327,Gleison Bremer,br BRA,DF,Juventus,it Serie A,28-316,1997,10.4,1,6,2,33.3,0.57,0.19,0.17,0.50,0,0
328,Marco Brescianini,it ITA,MF,Fiorentina,it Serie A,26-008,2000,0.9,1,6,1,16.7,07.01,1.17,0.17,1.00,0,0
329,Marco Brescianini,it ITA,MF,Atalanta,it Serie A,26-008,2000,2.0,1,3,2,66.7,1.48,0.99,0.33,0.50,0,0
330,Abel Bretones,es ESP,"MF,DF",Osasuna,es La Liga,25-160,2000,15.1,1,11,3,27.3,0.73,0.20,0.09,0.33,0,0
331,Sascha Britschgi,ch SUI,"MF,DF",Parma,it Serie A,19-154,2006,14.9,0,10,1,10.0,0.67,0.07,0.00,0.00,0,0
332,Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,23-361,2002,9.8,5,17,8,47.1,1.74,0.82,0.29,0.63,0,0
333,Marius Broholm,no NOR,MF,Lille,fr Ligue 1,21-033,2004,2.7,1,4,3,75.0,1.51,1.13,0.00,0.00,1,1
334,Armando Broja,al ALB,FW,Burnley,eng Premier League,24-140,2001,8.6,1,15,6,40.0,1.74,0.70,0.07,0.17,0,0
335,David Brooks,wls WAL,MF,Bournemouth,eng Premier League,28-204,1997,10.4,1,39,12,30.8,3.75,1.15,0.03,0.08,0,0
336,Nathaniel Brown,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,22-226,2003,15.1,1,8,5,62.5,0.53,0.33,0.13,0.20,0,0
337,Brugui,es ESP,"MF,FW",Levante,es La Liga,29-085,1996,10.0,0,18,5,27.8,1.81,0.50,0.00,0.00,0,0
338,Paris Brunner,de GER,FW,Monaco,fr Ligue 1,19-347,2006,1.1,0,2,0,0.0,1.82,0.00,0.00,,0,0
339,Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,eng Premier League,27-131,1998,9.6,0,14,4,28.6,1.46,0.42,0.00,0.00,0,0
340,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26-354,1999,13.3,5,18,8,44.4,1.35,0.60,0.28,0.63,0,0
341,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34-190,1991,17.3,9,53,21,39.6,03.06,1.21,0.11,0.29,3,4
342,Emi Buendía,ar ARG,MF,Aston Villa,eng Premier League,29-034,1996,10.4,5,29,7,24.1,2.80,0.68,0.17,0.71,0,0
343,Hugo Bueno,es ESP,"MF,DF",Wolves,eng Premier League,23-132,2002,14.9,0,8,4,50.0,0.54,0.27,0.00,0.00,0,0
344,Manu Bueno,es ESP,MF,Sevilla,es La Liga,21-185,2004,0.9,0,1,0,0.0,1.11,0.00,0.00,,0,0
345,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,27-080,1998,13.4,2,3,3,100.0,0.22,0.22,0.67,0.67,0,0
346,Louis Buffon,cz CZE,FW,Pisa,it Serie A,18-031,2007,0.4,0,0,0,,0.00,0.00,,,0,0
347,Adam Buksa,pl POL,FW,Udinese,it Serie A,29-200,1996,5.5,1,7,3,42.9,1.28,0.55,0.14,0.33,0,0
348,Andrija Bulatović,me MNE,MF,Lens,fr Ligue 1,19-032,2006,3.9,0,5,4,80.0,1.27,01.02,0.00,0.00,0,0
349,Marius Bülter,de GER,"FW,MF",Köln,de Bundesliga,32-305,1993,10.5,3,31,12,38.7,2.94,1.14,0.10,0.25,0,0
350,Facundo Buonanotte,ar ARG,MF,Leeds United,eng Premier League,21-036,2004,0.1,0,1,0,0.0,15.00,0.00,0.00,,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
351,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,21-036,2004,0.5,0,0,0,,0.00,0.00,,,0,0
352,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26-236,1999,13.7,0,4,2,50.0,0.29,0.15,0.00,0.00,0,0
353,Livan Burcu,tr TUR,"MF,FW",Union Berlin,de Bundesliga,21-122,2004,2.5,0,8,1,12.5,3.21,0.40,0.00,0.00,0,0
354,Jan Bürger,de GER,DF,Wolfsburg,de Bundesliga,18-324,2007,1.3,0,1,0,0.0,0.80,0.00,0.00,,0,0
355,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24-346,2001,16.2,4,19,9,47.4,1.18,0.56,0.21,0.44,0,0
356,Jonathan Burkardt,de GER,FW,Eintracht Frankfurt,de Bundesliga,25-201,2000,7.6,8,24,12,50.0,3.18,1.59,0.29,0.58,1,1
357,Oliver Burke,sct SCO,"MF,FW",Union Berlin,de Bundesliga,28-296,1997,10.4,4,24,10,41.7,2.32,0.97,0.17,0.40,0,0
358,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20-127,2005,0.2,0,0,0,,0.00,0.00,,,0,0
359,Dan Burn,eng ENG,DF,Newcastle United,eng Premier League,33-264,1992,13.9,0,3,0,0.0,0.22,0.00,0.00,,0,0
360,Bradley Burrowes,eng ENG,MF,Aston Villa,eng Premier League,17-330,2008,0.2,0,0,0,,0.00,0.00,,,0,0
361,Marnon Busch,de GER,"MF,DF",Heidenheim,de Bundesliga,31-051,1994,10.5,0,5,1,20.0,0.47,0.09,0.00,0.00,0,0
